,irrigation_scheduling_method_standardized,plant_yield_kg_per_hectare,latitude_decimal_degrees,longitude_decimal_degrees,altitude_numeric,plant_type_standardized_to_10,soil_type_standardized,water_productivity_kg_per_m^3,doi_url,processed_at,relevance_score
506,Deficit/Partial Irrigation,6607.0,33.1190254,-88.5916703,66.0,Soybean,silty clay,8.594532012939453,https://doi.org/10.1016/j.agwat.2005.02.016,2025-11-25 00:01:15,9.0
507,Deficit/Partial Irrigation,6591.0,33.1190254,-88.5916703,66.0,Soybean,silty clay,8.594532012939453,https://doi.org/10.1016/j.agwat.2005.02.016,2025-11-25 00:01:15,9.0
508,Deficit/Partial Irrigation,6587.0,33.1190254,-88.5916703,66.0,Soybean,silty clay,8.594532012939453,https://doi.org/10.1016/j.agwat.2005.02.016,2025-11-25 00:01:15,9.0
509,Deficit/Partial Irrigation,6595.0,33.1190254,-88.5916703,66.0,Soybean,silty clay,8.594532012939453,https://doi.org/10.1016/j.agwat.2005.02.016,2025-11-25 00:01:15,9.0
510,Conventional/Fixed Scheduling,1678.29225,38.66666666666666,106.3,1100.0,Hay,coarse sands,21.35,https://doi.org/10.1016/j.agwat.2020.106440,2025-11-25 00:03:28,8.0
511,Conventional/Fixed Scheduling,1941.3759,38.66666666666666,106.3,1100.0,Hay,coarse sands,21.35,https://doi.org/10.1016/j.agwat.2020.106440,2025-11-25 00:03:28,8.0
512,Evapotranspiration-Based,2884.8483,38.66666666666666,106.3,1100.0,Hay,coarse sands,21.35,https://doi.org/10.1016/j.agwat.2020.106440,2025-11-25 00:03:28,8.0
515,Specialized Irrigation Delivery,7946.940599999999,-5.0,120.0,120.0,Vegetables,clay,10.912453651428224,https://doi.org/10.22069/ijpp.2017.3428,2025-11-25 00:16:05,8.0
516,Specialized Irrigation Delivery,7856.2221,-5.0,120.0,120.0,Vegetables,clay,10.912453651428224,https://doi.org/10.22069/ijpp.2017.3428,2025-11-25 00:16:05,8.0
517,Specialized Irrigation Delivery,5815.05585,-5.0,120.0,120.0,Vegetables,clay,10.871051788330078,https://doi.org/10.22069/ijpp.2017.3428,2025-11-25 00:16:05,8.0
520,Evapotranspiration-Based,18461.21475,37.0,10.0,28.0,Roots_Tubers,sandy clay loams,4.15,https://doi.org/10.1016/j.eja.2010.04.003,2025-11-25 00:21:09,8.0
521,Deficit/Partial Irrigation,18805.94505,37.0,10.0,28.0,Roots_Tubers,sandy clay loams,4.45,https://doi.org/10.1016/j.eja.2010.04.003,2025-11-25 00:21:09,8.0
522,Deficit/Partial Irrigation,11802.47685,37.0,10.0,28.0,Roots_Tubers,sandy clay loams,4.92,https://doi.org/10.1016/j.eja.2010.04.003,2025-11-25 00:21:09,8.0
523,Evapotranspiration-Based,18805.94505,37.0,10.0,28.0,Roots_Tubers,sandy clay loams,4.15,https://doi.org/10.1016/j.eja.2010.04.003,2025-11-25 00:21:09,8.0
524,Deficit/Partial Irrigation,15276.9954,37.0,10.0,28.0,Roots_Tubers,sandy clay loams,4.45,https://doi.org/10.1016/j.eja.2010.04.003,2025-11-25 00:21:09,8.0
525,Deficit/Partial Irrigation,13281.1884,37.0,10.0,28.0,Roots_Tubers,sandy clay loams,4.47,https://doi.org/10.1016/j.eja.2010.04.003,2025-11-25 00:21:09,8.0
526,Evapotranspiration-Based,19994.3574,37.0,10.0,28.0,Roots_Tubers,sandy clay loams,3.95,https://doi.org/10.1016/j.eja.2010.04.003,2025-11-25 00:21:09,8.0
527,Deficit/Partial Irrigation,16029.95895,37.0,10.0,28.0,Roots_Tubers,sandy clay loams,4.71,https://doi.org/10.1016/j.eja.2010.04.003,2025-11-25 00:21:09,8.0
528,Deficit/Partial Irrigation,12891.09885,37.0,10.0,28.0,Roots_Tubers,sandy clay loams,4.25,https://doi.org/10.1016/j.eja.2010.04.003,2025-11-25 00:21:09,8.0
529,Evapotranspiration-Based,20611.2432,33.8333,10.64,30.0,Roots_Tubers,coarse sands,4.89,http://dx.doi.org/10.1016/S0378-3774(02)00110-5,2025-11-25 00:26:16,9.0
530,Deficit/Partial Irrigation,14460.5289,33.8333,10.64,30.0,Roots_Tubers,coarse sands,7.07,http://dx.doi.org/10.1016/S0378-3774(02)00110-5,2025-11-25 00:26:16,9.0
531,Deficit/Partial Irrigation,8382.3894,33.8333,10.64,30.0,Roots_Tubers,coarse sands,9.16,http://dx.doi.org/10.1016/S0378-3774(02)00110-5,2025-11-25 00:26:16,9.0
532,Evapotranspiration-Based,22788.4872,33.8333,10.64,30.0,Roots_Tubers,coarse sands,5.9,http://dx.doi.org/10.1016/S0378-3774(02)00110-5,2025-11-25 00:26:16,9.0
533,Deficit/Partial Irrigation,17871.5445,33.8333,10.64,30.0,Roots_Tubers,coarse sands,8.14,http://dx.doi.org/10.1016/S0378-3774(02)00110-5,2025-11-25 00:26:16,9.0
534,Deficit/Partial Irrigation,10804.57335,33.8333,10.64,30.0,Roots_Tubers,coarse sands,12.31,http://dx.doi.org/10.1016/S0378-3774(02)00110-5,2025-11-25 00:26:16,9.0
541,Evapotranspiration-Based,45940.0,45.35,11.95,7.0,Vegetables,silt loams,1.77,https://doi.org/10.1016/j.agwat.2020.106154,2025-11-25 00:57:24,9.0
542,Evapotranspiration-Based,41940.0,45.35,11.95,7.0,Vegetables,silt loams,1.62,https://doi.org/10.1016/j.agwat.2020.106154,2025-11-25 00:57:24,9.0
557,Deficit/Partial Irrigation,29900.0,14.149166666666666,38.28388888888889,1945.0,Vegetables,clay,4.702,https://doi.org/10.1016/j.agwat.2009.08.021,2025-11-25 01:19:20,8.0
558,Evapotranspiration-Based,25570.0,14.149166666666666,38.28388888888889,1945.0,Vegetables,clay,9.966034889221191,https://doi.org/10.1016/j.agwat.2009.08.021,2025-11-25 01:19:20,8.0
559,Deficit/Partial Irrigation,13700.0,14.149166666666666,38.28388888888889,1945.0,Vegetables,clay,8.848677635192871,https://doi.org/10.1016/j.agwat.2009.08.021,2025-11-25 01:19:20,8.0
571,Soil Moisture-Based,39281.1105,6.66667,37.55055555555556,1203.0,Roots_Tubers,sandy clay loams,18.1,https://doi.org/10.1080/07011784.2014.872864,2025-11-25 01:29:52,10.0
572,Soil Moisture-Based,39099.6735,6.06667,37.55055555555556,1203.0,Roots_Tubers,sandy clay loams,22.9,https://doi.org/10.1080/07011784.2014.872864,2025-11-25 01:29:52,10.0
573,Soil Moisture-Based,38918.2365,6.66667,37.55055555555556,1203.0,Roots_Tubers,sandy clay loams,31.4,https://doi.org/10.1080/07011784.2014.872864,2025-11-25 01:29:52,10.0
574,Soil Moisture-Based,13063.464,6.66667,37.55055555555556,1203.0,Roots_Tubers,sandy clay loams,16.5,https://doi.org/10.1080/07011784.2014.872864,2025-11-25 01:29:52,10.0
575,Evapotranspiration-Based,39190.392,6.066666666666666,37.55055555555556,1203.0,Roots_Tubers,sandy clay loams,14.6,https://doi.org/10.1080/07011784.2014.872864,2025-11-25 01:29:52,10.0
576,Evapotranspiration-Based,39008.955,6.066666666666666,37.55055555555556,1203.0,Roots_Tubers,sandy clay loams,18.7,https://doi.org/10.1080/07011784.2014.872864,2025-11-25 01:29:52,10.0
577,Evapotranspiration-Based,38918.2365,6.066666666666666,37.55055555555556,1203.0,Roots_Tubers,sandy clay loams,25.8,https://doi.org/10.1080/07011784.2014.872864,2025-11-25 01:29:52,10.0
578,Evapotranspiration-Based,13063.464,6.66667,37.55055555555556,1203.0,Roots_Tubers,sandy clay loams,13.9,https://doi.org/10.1080/07011784.2014.872864,2025-11-25 01:29:52,10.0
579,Soil Moisture-Based,38373.9255,6.66667,37.55055555555556,1203.0,Roots_Tubers,sandy clay loams,13.82,https://doi.org/10.1080/07011784.2014.872864,2025-11-25 01:29:52,10.0
580,Soil Moisture-Based,38192.4885,6.066666666666666,37.55055555555556,1203.0,Roots_Tubers,sandy clay loams,17.62,https://doi.org/10.1080/07011784.2014.872864,2025-11-25 01:29:52,10.0
581,Soil Moisture-Based,38011.0515,6.066666666666666,37.55055555555556,1203.0,Roots_Tubers,sandy clay loams,24.5,https://doi.org/10.1080/07011784.2014.872864,2025-11-25 01:29:52,10.0
582,Soil Moisture-Based,12156.279,6.66667,37.55055555555556,1203.0,Roots_Tubers,sandy clay loams,12.88,https://doi.org/10.1080/07011784.2014.872864,2025-11-25 01:29:52,10.0
583,Evapotranspiration-Based,38283.207,6.066666666666666,37.55055555555556,1203.0,Roots_Tubers,sandy clay loams,11.59,https://doi.org/10.1080/07011784.2014.872864,2025-11-25 01:29:52,10.0
584,Evapotranspiration-Based,38101.77,6.66667,37.55055555555556,1203.0,Roots_Tubers,sandy clay loams,12.02,https://doi.org/10.1080/07011784.2014.872864,2025-11-25 01:29:52,10.0
585,Evapotranspiration-Based,38011.0515,6.66667,37.55055555555556,1203.0,Roots_Tubers,sandy clay loams,21.16,https://doi.org/10.1080/07011784.2014.872864,2025-11-25 01:29:52,10.0
586,Evapotranspiration-Based,12156.279,6.66667,37.55055555555556,1203.0,Roots_Tubers,sandy clay loams,11.55,https://doi.org/10.1080/07011784.2014.872864,2025-11-25 01:29:52,10.0
598,Deficit/Partial Irrigation,1848.0,36.833333333333336,116.56666666666666,28.0,Wheat,silt loams,8.916229248046875,https://doi.org/10.1016/j.agwat.2009.07.009,2025-11-25 01:40:27,9.0
599,Deficit/Partial Irrigation,4829.0,36.833333333333336,116.56666666666666,28.0,Wheat,silt loams,8.69219970703125,https://doi.org/10.1016/j.agwat.2009.07.009,2025-11-25 01:40:27,9.0
600,Evapotranspiration-Based,4751.0,36.833333333333336,116.56666666666666,28.0,Wheat,silt loams,0.77,https://doi.org/10.1016/j.agwat.2009.07.009,2025-11-25 01:40:27,9.0
601,Deficit/Partial Irrigation,5175.0,36.833333333333336,116.56666666666666,28.0,Maize,silt loams,8.69219970703125,https://doi.org/10.1016/j.agwat.2009.07.009,2025-11-25 01:40:27,9.0
602,Deficit/Partial Irrigation,5716.0,36.833333333333336,116.56666666666666,28.0,Maize,silt loams,1.42,https://doi.org/10.1016/j.agwat.2009.07.009,2025-11-25 01:40:27,9.0
603,Deficit/Partial Irrigation,5629.0,36.833333333333336,116.56666666666666,28.0,Maize,silt loams,1.44,https://doi.org/10.1016/j.agwat.2009.07.009,2025-11-25 01:40:27,9.0
604,Evapotranspiration-Based,5715.0,36.833333333333336,116.56666666666666,28.0,Maize,silt loams,1.4300000000000002,https://doi.org/10.1016/j.agwat.2009.07.009,2025-11-25 01:40:27,9.0
639,Evapotranspiration-Based,4500.0,33.333333333333336,36.43333333333333,600.0,Fibers_Oilseeds,sandy clay loams,0.588,https://doi.org/10.1111/j.1439-037X.2008.00340.x,2025-11-25 02:02:35,8.0
640,Evapotranspiration-Based,4827.0,33.333333333333336,36.43333333333333,600.0,Fibers_Oilseeds,sandy clay loams,0.593,https://doi.org/10.1111/j.1439-037X.2008.00340.x,2025-11-25 02:02:35,8.0
641,Deficit/Partial Irrigation,3091.1,33.333333333333336,36.43333333333333,600.0,Fibers_Oilseeds,sandy clay loams,0.513,https://doi.org/10.1111/j.1439-037X.2008.00340.x,2025-11-25 02:02:35,8.0
642,Deficit/Partial Irrigation,3133.4,33.333333333333336,36.43333333333333,600.0,Fibers_Oilseeds,sandy clay loams,0.492,https://doi.org/10.1111/j.1439-037X.2008.00340.x,2025-11-25 02:02:35,8.0
643,Deficit/Partial Irrigation,2740.2,33.333333333333336,36.43333333333333,600.0,Fibers_Oilseeds,sandy clay loams,0.457,https://doi.org/10.1111/j.1439-037X.2008.00340.x,2025-11-25 02:02:35,8.0
644,Deficit/Partial Irrigation,2412.1,33.333333333333336,36.43333333333333,600.0,Fibers_Oilseeds,sandy clay loams,0.375,https://doi.org/10.1111/j.1439-037X.2008.00340.x,2025-11-25 02:02:35,8.0
645,Evapotranspiration-Based,13400.0,38.93333333333333,106.81666666666666,1097.0,Hay,sandy loams,2.18,https://doi.org/10.1002/ird.59,2025-11-25 02:28:41,9.0
646,Deficit/Partial Irrigation,13500.0,38.93333333333333,106.81666666666666,1097.0,Hay,sandy loams,2.68,https://doi.org/10.1002/ird.59,2025-11-25 02:28:41,9.0
647,Deficit/Partial Irrigation,12100.0,38.93333333333333,106.81666666666666,1097.0,Hay,sandy loams,2.98,https://doi.org/10.1002/ird.59,2025-11-25 02:28:41,9.0
648,Evapotranspiration-Based,13700.0,38.93333333333333,106.81666666666666,1097.0,Hay,sandy loams,2.19,https://doi.org/10.1002/ird.59,2025-11-25 02:28:41,9.0
649,Deficit/Partial Irrigation,13700.0,38.93333333333333,106.81666666666666,1097.0,Hay,sandy loams,2.73,https://doi.org/10.1002/ird.59,2025-11-25 02:28:41,9.0
650,Deficit/Partial Irrigation,12200.0,38.93333333333333,106.81666666666666,1097.0,Hay,sandy loams,2.96,https://doi.org/10.1002/ird.59,2025-11-25 02:28:41,9.0
651,Deficit/Partial Irrigation,10015.3224,25.810999999999,-109.025,20.0,Maize,clay,2.29,https://doi.org/10.1016/j.agwat.2004.10.004,2025-11-25 02:30:00,9.0
652,Deficit/Partial Irrigation,10024.39425,25.810999999999,-109.025,20.0,Maize,clay,2.29,https://doi.org/10.1016/j.agwat.2004.10.004,2025-11-25 02:30:00,9.0
653,Deficit/Partial Irrigation,10378.1964,25.810999999999,-109.025,20.0,Maize,clay,2.29,https://doi.org/10.1016/j.agwat.2004.10.004,2025-11-25 02:30:00,9.0
654,Evapotranspiration-Based,10768.28595,25.810999999999,-109.025,20.0,Maize,clay,1.61,https://doi.org/10.1016/j.agwat.2004.10.004,2025-11-25 02:30:00,9.0
655,Evapotranspiration-Based,14870.000000000002,36.61666666666667,10.1403,64.0,Wheat,clay,8.946345329284668,https://doi.org/10.5539/sar.v4n1p26,2025-11-25 02:36:28,8.0
656,Deficit/Partial Irrigation,9300.0,36.61666666666667,10.1403,64.0,Wheat,clay,8.733600616455078,https://doi.org/10.5539/sar.v4n1p26,2025-11-25 02:36:28,8.0
657,Deficit/Partial Irrigation,4825.0,21.4977975,70.4418231,66.0,Wheat,sandy loams,8.594532012939453,https://doi.org/10.1016/j.agwat.2006.04.008,2025-11-25 02:41:44,9.0
658,Deficit/Partial Irrigation,4015.0,21.4977975,70.4418231,66.0,Wheat,sandy loams,8.594532012939453,https://doi.org/10.1016/j.agwat.2006.04.008,2025-11-25 02:41:44,9.0
659,Deficit/Partial Irrigation,2960.0,21.4977975,70.4418231,66.0,Wheat,sandy loams,8.594532012939453,https://doi.org/10.1016/j.agwat.2006.04.008,2025-11-25 02:41:44,9.0
660,Deficit/Partial Irrigation,4195.0,21.4977975,70.4418231,66.0,Wheat,sandy loams,8.594532012939453,https://doi.org/10.1016/j.agwat.2006.04.008,2025-11-25 02:41:44,9.0
661,Deficit/Partial Irrigation,4180.0,21.4977975,70.4418231,66.0,Wheat,sandy loams,8.594532012939453,https://doi.org/10.1016/j.agwat.2006.04.008,2025-11-25 02:41:44,9.0
662,Deficit/Partial Irrigation,3750.0,21.4977975,70.4418231,66.0,Wheat,sandy loams,8.594532012939453,https://doi.org/10.1016/j.agwat.2006.04.008,2025-11-25 02:41:44,9.0
663,Evapotranspiration-Based,71849.052,25.9833,85.6667,52.1,Perennials,sandy loams,10.760971069335938,https://doi.org/10.1016/j.agwat.2020.106549,2025-11-25 02:46:41,9.0
664,Evapotranspiration-Based,86091.8565,25.9833,85.6667,52.1,Perennials,sandy loams,10.760971069335938,https://doi.org/10.1016/j.agwat.2020.106549,2025-11-25 02:46:41,9.0
665,Evapotranspiration-Based,94256.5215,25.9833,85.6667,52.1,Perennials,sandy loams,10.760971069335938,https://doi.org/10.1016/j.agwat.2020.106549,2025-11-25 02:46:41,9.0
666,Conventional/Fixed Scheduling,78380.784,25.9833,85.6667,52.1,Perennials,sandy loams,10.760971069335938,https://doi.org/10.1016/j.agwat.2020.106549,2025-11-25 02:46:41,9.0
667,Conventional/Fixed Scheduling,74117.0145,25.9833,85.6667,52.1,Perennials,sandy loams,10.760971069335938,https://doi.org/10.1016/j.agwat.2020.106549,2025-11-25 02:46:41,9.0
668,Conventional/Fixed Scheduling,93893.6475,25.9833,85.6667,52.1,Perennials,sandy loams,10.760971069335938,https://doi.org/10.1016/j.agwat.2020.106549,2025-11-25 02:46:41,9.0
669,Conventional/Fixed Scheduling,89902.03349999999,25.9833,85.6667,52.1,Perennials,sandy loams,10.760971069335938,https://doi.org/10.1016/j.agwat.2020.106549,2025-11-25 02:46:41,9.0
670,Soil Moisture-Based,7257.48,24.59125,73.738417,582.17,Vegetables,sandy loams,1.60571745,https://doi.org/10.54386/jam.v23i4.142,2025-11-25 02:48:22,9.0
671,Evapotranspiration-Based,5715.2655,24.59125,73.738417,582.17,Vegetables,sandy loams,0.98883165,https://doi.org/10.54386/jam.v23i4.142,2025-11-25 02:48:22,9.0
672,Soil Moisture-Based,8890.413,24.59125,73.738417,582.17,Vegetables,sandy loams,1.95044775,https://doi.org/10.54386/jam.v23i4.142,2025-11-25 02:48:22,9.0
673,Evapotranspiration-Based,5805.984,24.59125,73.738417,582.17,Vegetables,sandy loams,0.907185,https://doi.org/10.54386/jam.v23i4.142,2025-11-25 02:48:22,9.0
674,Evapotranspiration-Based,4173.051,24.59125,73.738417,582.17,Vegetables,sandy loams,0.40823325,https://doi.org/10.54386/jam.v23i4.142,2025-11-25 02:48:22,9.0
675,Soil Moisture-Based,4173.051,24.59125,73.738417,582.17,Vegetables,sandy loams,0.40823325,https://doi.org/10.54386/jam.v23i4.142,2025-11-25 02:48:22,9.0
676,Conventional/Fixed Scheduling,2482.965345,-8.1625,113.71616666666668,101.0,Soybean,sandy clay loams,1.92,https://doi.org/10.1002/ird.2073,2025-11-25 03:07:28,8.0
677,Soil Moisture-Based,2463.91446,-8.162528,113.71616666666668,101.0,Soybean,sandy clay loams,1.47,https://doi.org/10.1002/ird.2073,2025-11-25 03:07:28,8.0
678,Soil Moisture-Based,2425.81269,-8.162528,113.71616666666668,101.0,Soybean,sandy clay loams,1.96,https://doi.org/10.1002/ird.2073,2025-11-25 03:07:28,8.0
679,Soil Moisture-Based,2140.049415,-8.162528,113.71616666666668,101.0,Soybean,sandy clay loams,2.75,https://doi.org/10.1002/ird.2073,2025-11-25 03:07:28,8.0
680,Conventional/Fixed Scheduling,2055.0,34.7853,113.6398,103.0,Wheat,sandy clay loams,8.594532012939453,https://doi.org/10.1016/j.fcr.2016.07.009,2025-11-25 03:40:54,9.0
681,Plant or Climate-Based,2952.0,34.7853,113.6398,103.0,Wheat,sandy clay loams,8.594532012939453,https://doi.org/10.1016/j.fcr.2016.07.009,2025-11-25 03:40:54,9.0
682,Conventional/Fixed Scheduling,3613.9,34.7853,113.6398,103.0,Wheat,sandy clay loams,8.594532012939453,https://doi.org/10.1016/j.fcr.2016.07.009,2025-11-25 03:40:54,9.0
683,Plant or Climate-Based,3522.5,34.7853,113.6398,103.0,Wheat,sandy clay loams,8.594532012939453,https://doi.org/10.1016/j.fcr.2016.07.009,2025-11-25 03:40:54,9.0
684,Conventional/Fixed Scheduling,4001.0,34.7853,113.6398,103.0,Wheat,sandy clay loams,8.594532012939453,https://doi.org/10.1016/j.fcr.2016.07.009,2025-11-25 03:40:54,9.0
685,Plant or Climate-Based,6578.0,34.7853,113.6398,103.0,Wheat,sandy clay loams,8.594532012939453,https://doi.org/10.1016/j.fcr.2016.07.009,2025-11-25 03:40:54,9.0
686,Conventional/Fixed Scheduling,7070.8,34.7853,113.6398,103.0,Wheat,sandy clay loams,8.594532012939453,https://doi.org/10.1016/j.fcr.2016.07.009,2025-11-25 03:40:54,9.0
687,Plant or Climate-Based,7168.9,34.7853,113.6398,103.0,Wheat,sandy clay loams,8.594532012939453,https://doi.org/10.1016/j.fcr.2016.07.009,2025-11-25 03:40:54,9.0
688,Conventional/Fixed Scheduling,3019.0,34.7853,113.6398,103.0,Wheat,sandy clay loams,8.594532012939453,https://doi.org/10.1016/j.fcr.2016.07.009,2025-11-25 03:40:54,9.0
689,Plant or Climate-Based,7190.0,34.7853,113.6398,103.0,Wheat,sandy clay loams,8.594532012939453,https://doi.org/10.1016/j.fcr.2016.07.009,2025-11-25 03:40:54,9.0
690,Conventional/Fixed Scheduling,6773.3,34.7853,113.6398,103.0,Wheat,sandy clay loams,8.594532012939453,https://doi.org/10.1016/j.fcr.2016.07.009,2025-11-25 03:40:54,9.0
691,Plant or Climate-Based,8137.4,34.7853,113.6398,103.0,Wheat,sandy clay loams,8.635933876037598,https://doi.org/10.1016/j.fcr.2016.07.009,2025-11-25 03:40:54,9.0
692,Conventional/Fixed Scheduling,2902.0,34.7853,113.6398,103.0,Wheat,sandy clay loams,8.594532012939453,https://doi.org/10.1016/j.fcr.2016.07.009,2025-11-25 03:40:54,9.0
693,Plant or Climate-Based,7215.8,34.7853,113.6398,103.0,Wheat,sandy clay loams,8.594532012939453,https://doi.org/10.1016/j.fcr.2016.07.009,2025-11-25 03:40:54,9.0
694,Deficit/Partial Irrigation,2113.74105,-33.0,146.0,143.0,Soybean,sandy loams,0.53,https://doi.org/10.2134/agronj2011.0150,2025-11-25 03:42:26,9.0
695,Deficit/Partial Irrigation,2775.9861,-33.0,146.0,143.0,Soybean,sandy loams,0.45,https://doi.org/10.2134/agronj2011.0150,2025-11-25 03:42:26,9.0
696,Deficit/Partial Irrigation,3120.7164,-33.0,146.0,143.0,Soybean,sandy loams,0.4599999999999999,https://doi.org/10.2134/agronj2011.0150,2025-11-25 03:42:26,9.0
697,Evapotranspiration-Based,4544.99685,-33.0,146.0,143.0,Soybean,sandy loams,0.55,https://doi.org/10.2134/agronj2011.0150,2025-11-25 03:42:26,9.0
698,Deficit/Partial Irrigation,2576.4054,-33.0,146.0,143.0,Soybean,sandy loams,0.49,https://doi.org/10.2134/agronj2011.0150,2025-11-25 03:42:26,9.0
699,Deficit/Partial Irrigation,2866.7046,-33.0,146.0,143.0,Soybean,sandy loams,0.43,https://doi.org/10.2134/agronj2011.0150,2025-11-25 03:42:26,9.0
700,Deficit/Partial Irrigation,3193.2912,-33.0,146.0,143.0,Soybean,sandy loams,0.4599999999999999,https://doi.org/10.2134/agronj2011.0150,2025-11-25 03:42:26,9.0
701,Evapotranspiration-Based,4445.2065,-33.0,146.0,143.0,Soybean,sandy loams,0.5599999999999999,https://doi.org/10.2134/agronj2011.0150,2025-11-25 03:42:26,9.0
702,Deficit/Partial Irrigation,1623.86115,-33.0,146.0,143.0,Soybean,sandy loams,0.37,https://doi.org/10.2134/agronj2011.0150,2025-11-25 03:42:26,9.0
703,Deficit/Partial Irrigation,1796.2262999999998,-33.0,146.0,143.0,Soybean,sandy loams,0.32,https://doi.org/10.2134/agronj2011.0150,2025-11-25 03:42:26,9.0
704,Deficit/Partial Irrigation,2177.244,-33.0,146.0,143.0,Soybean,sandy loams,0.37,https://doi.org/10.2134/agronj2011.0150,2025-11-25 03:42:26,9.0
705,Evapotranspiration-Based,2694.33945,-33.0,146.0,143.0,Soybean,sandy loams,0.4,https://doi.org/10.2134/agronj2011.0150,2025-11-25 03:42:26,9.0
722,Deficit/Partial Irrigation,8210.0,25.5325,-103.4325,1139.0,Fibers_Oilseeds,silty clay loams,0.707,https://doi.org/10.3390/agronomy12051246,2025-11-25 03:54:49,9.0
723,Deficit/Partial Irrigation,6190.0,25.5325,-103.4325,1139.0,Fibers_Oilseeds,silty clay loams,0.612,https://doi.org/10.3390/agronomy12051246,2025-11-25 03:54:49,9.0
724,Deficit/Partial Irrigation,8670.0,25.5325,-103.4325,1139.0,Fibers_Oilseeds,silty clay loams,0.897,https://doi.org/10.3390/agronomy12051246,2025-11-25 03:54:49,9.0
725,Deficit/Partial Irrigation,5300.0,25.5325,-103.4325,1139.0,Fibers_Oilseeds,silty clay loams,0.61,https://doi.org/10.3390/agronomy12051246,2025-11-25 03:54:49,9.0
726,Deficit/Partial Irrigation,7140.0,25.5325,-103.4325,1139.0,Fibers_Oilseeds,silty clay loams,0.767,https://doi.org/10.3390/agronomy12051246,2025-11-25 03:54:49,9.0
727,Deficit/Partial Irrigation,7370.0,25.5325,-103.4325,1139.0,Fibers_Oilseeds,silty clay loams,0.945,https://doi.org/10.3390/agronomy12051246,2025-11-25 03:54:49,9.0
728,Deficit/Partial Irrigation,5890.0,25.5325,-103.4325,1139.0,Fibers_Oilseeds,silty clay loams,0.83,https://doi.org/10.3390/agronomy12051246,2025-11-25 03:54:49,9.0
763,Deficit/Partial Irrigation,15730.0,40.44916666666666,-104.63667,1427.0,Maize,fine sands,9.768288612365724,https://doi.org/10.1016/j.fcr.2004.01.005,2025-11-25 04:49:07,9.0
764,Deficit/Partial Irrigation,12670.0,40.44916666666666,-104.63667,1427.0,Maize,fine sands,8.946345329284668,https://doi.org/10.1016/j.fcr.2004.01.005,2025-11-25 04:49:07,9.0
765,Deficit/Partial Irrigation,8100.0,40.44916666666666,-104.63667,1427.0,Maize,fine sands,8.830930709838867,https://doi.org/10.1016/j.fcr.2004.01.005,2025-11-25 04:49:07,9.0
778,Specialized Irrigation Delivery,1784.01,18.35,18.47,1866.0,Legumes_Grains,sandy clay loams,8.594532012939453,https://doi.org/10.1016/j.apsoil.2021.104134,2025-11-25 05:17:26,8.0
779,Specialized Irrigation Delivery,2131.51,18.35,18.47,1866.0,Legumes_Grains,sandy clay loams,8.594532012939453,https://doi.org/10.1016/j.apsoil.2021.104134,2025-11-25 05:17:26,8.0
780,Specialized Irrigation Delivery,1065.91,18.35,18.47,1866.0,Legumes_Grains,sandy clay loams,8.594532012939453,https://doi.org/10.1016/j.apsoil.2021.104134,2025-11-25 05:17:26,8.0
781,Specialized Irrigation Delivery,1284.15,18.35,18.47,1866.0,Legumes_Grains,sandy clay loams,8.594532012939453,https://doi.org/10.1016/j.apsoil.2021.104134,2025-11-25 05:17:26,8.0
782,Specialized Irrigation Delivery,1987.17,18.35,18.47,1866.0,Legumes_Grains,sandy clay loams,8.594532012939453,https://doi.org/10.1016/j.apsoil.2021.104134,2025-11-25 05:17:26,8.0
783,Specialized Irrigation Delivery,1441.53,18.35,18.47,1866.0,Legumes_Grains,sandy clay loams,8.594532012939453,https://doi.org/10.1016/j.apsoil.2021.104134,2025-11-25 05:17:26,8.0
784,Specialized Irrigation Delivery,1540.37,18.35,18.47,1866.0,Legumes_Grains,sandy clay loams,8.594532012939453,https://doi.org/10.1016/j.apsoil.2021.104134,2025-11-25 05:17:26,8.0
785,Specialized Irrigation Delivery,1702.83,18.35,18.47,1866.0,Legumes_Grains,sandy clay loams,8.594532012939453,https://doi.org/10.1016/j.apsoil.2021.104134,2025-11-25 05:17:26,8.0
789,Specialized Irrigation Delivery,2500.0,41.893036,-103.684017,1189.0,Legumes_Grains,fine sands,9.08986759185791,https://doi.org/10.1007/s00271-010-0220-x,2025-11-25 05:47:42,9.0
790,Specialized Irrigation Delivery,1200.0,41.893036,-103.684017,1189.0,Legumes_Grains,fine sands,9.08986759185791,https://doi.org/10.1007/s00271-010-0220-x,2025-11-25 05:47:42,9.0
791,Specialized Irrigation Delivery,1500.0,41.893036,-103.684017,1189.0,Legumes_Grains,fine sands,9.08986759185791,https://doi.org/10.1007/s00271-010-0220-x,2025-11-25 05:47:42,9.0
792,Deficit/Partial Irrigation,3000.0,41.893036,-103.684017,1189.0,Legumes_Grains,fine sands,4.4,https://doi.org/10.1007/s00271-010-0220-x,2025-11-25 05:47:42,9.0
793,Deficit/Partial Irrigation,2100.0,41.893036,-103.684017,1189.0,Legumes_Grains,fine sands,17.1,https://doi.org/10.1007/s00271-010-0220-x,2025-11-25 05:47:42,9.0
794,Deficit/Partial Irrigation,1800.0,41.893036,-103.684017,1189.0,Legumes_Grains,fine sands,17.1,https://doi.org/10.1007/s00271-010-0220-x,2025-11-25 05:47:42,9.0
